,WS_ms_Avg,,,,
2589,3.848,,,,
2590,2.625,,,,
2591,0.699,,,,
2592,0.362,,,,
2593,4.169,,,,
2594,3.629,,,,
2595,2.225,,,,
2596,2.935,,,,
2597,2.482,,,,
2598,3.072,,,,
2599,2.459,,,,
2600,2.654,,,,
2601,1.81,,,,
2602,2.515,,,,
2603,2.529,,,,
2604,3.401,,,,
2605,3.016,,,,
2606,2.931,,,,
2607,3.485,,,,
2608,4.055,,,,
2609,5.244,,,,
2610,4.193,,,,
2611,4.335,,,,
2612,4.226,,,,
2613,3.587,,,,
2614,3.396,,,,
2615,1.871,,,,
2616,1.39,,,,
2617,4.722,,,,
2618,4.483,,,,
2619,5.344,,,,
2620,6.432,,,,
2621,3.702,,,,
2622,3.419,,,,
2623,3.789,,,,
2624,5.415,,,,
2625,5.682,,,,
2626,4.134,,,,
2627,2.691,,,,
2628,3.783,,,,
2629,2.865,,,,
2630,3.977,,,,
2631,2.471,,,,
2632,2.748,,,,
2633,3.405,,,,
2634,3.954,,,,
2635,4.733,,,,
2636,5.651,,,,
2637,4.841,,,,
2638,3.148,,,,
2639,5.915,,,,
2640,5.981,,,,
2641,6.812,,,,
2642,5.731,,,,
2643,11.24,,,,
2644,9.68,,,,
2645,6.142,,,,
2646,8.2,,,,
2647,8.19,,,,
2648,9.53,,,,
2649,9.15,,,,
2650,7.525,,,,
2651,9.09,,,,
2652,10.48,,,,
2653,11.66,,,,
2654,8.78,,,,
2655,8.06,,,,
2656,10.62,,,,
2657,8.77,,,,
2658,12.14,,,,
2659,11.23,,,,
2660,8.31,,,,
2661,11.91,,,,
2662,11.6,,,,
2663,12.56,,,,
2664,12.52,,,,
2665,12.26,,,,
2666,14.29,,,,
2667,13.02,,,,
2668,10.72,,,,
2669,7.474,,,,
2670,7.253,,,,
2671,9.54,,,,
2672,9.69,,,,
2673,9.62,,,,
2674,9.78,,,,
2675,7.355,,,,
2676,5.013,,,,
2677,4.306,,,,
2678,6.916,,,,
2679,3.789,,,,
2680,9.12,,,,
2681,9.05,,,,
2682,11.29,,,,
2683,9.05,,,,
2684,8.26,,,,
2685,10.45,,,,
2686,9.62,,,,
2687,13.06,,,,
2688,13.03,,,,
2689,11.2,,,,
2690,9.77,,,,
2691,8.84,,,,
2692,8.84,,,,
2693,8.52,,,,
2694,8.9,,,,
2695,8.02,,,,
2696,5.604,,,,
2697,6.99,,,,
2698,6.289,,,,
2699,6.327,,,,
2700,7.591,,,,
2701,8.99,,,,
2702,6.898,,,,
2703,4.747,,,,
2704,9.43,,,,
2705,10.35,,,,
2706,8.72,,,,
2707,6.811,,,,
2708,8.17,,,,
2709,8.08,,,,
2710,8.24,,,,
2711,10.81,,,,
2712,8.85,,,,
2713,6.185,,,,
2714,6.582,,,,
2715,6.975,,,,
2716,8.42,,,,
2717,6.793,,,,
2718,6.786,,,,
2719,4.778,,,,
2720,6.346,,,,
2721,4.652,,,,
2722,5.215,,,,
2723,7.608,,,,
2724,6.809,,,,
2725,6.329,,,,
2726,6.74,,,,
2727,6.291,,,,
2728,5.398,,,,
2729,7.448,,,,
2730,6.548,,,,
2731,2.499,,,,
2732,3.264,,,,
2733,2.615,,,,
2734,3.745,,,,
2735,4.607,,,,
2736,5.285,,,,
2737,4.9,,,,
2738,5.097,,,,
2739,5.73,,,,
2740,6.634,,,,
2741,7.59,,,,
2742,4.527,,,,
2743,3.226,,,,
2744,2.286,,,,
2745,2.544,,,,
2746,3.388,,,,
2747,3.411,,,,
2748,3.236,,,,
2749,3.004,,,,
2750,3.318,,,,
2751,3.395,,,,
2752,4.522,,,,
2753,4.789,,,,
2754,4.198,,,,
2755,4.318,,,,
2756,4.693,,,,
2757,2.271,,,,
2758,0.967,,,,
2759,4.466,,,,
2760,5.982,,,,
2761,6.542,,,,
2762,6.415,,,,
2763,6.645,,,,
2764,5.801,,,,
2765,4.556,,,,
2766,3.278,,,,
2767,1.938,,,,
2768,2.819,,,,
2769,4.019,,,,
2770,4.463,,,,
2771,4.385,,,,
2772,5.504,,,,
2773,7.72,,,,
2774,6.238,,,,
2775,5.783,,,,
2776,5.522,,,,
2777,5.5,,,,
2778,7.156,,,,
2779,6.958,,,,
2780,7.145,,,,
2781,7.792,,,,
2782,6.45,,,,
2783,3.592,,,,
2784,1.322,,,,
2785,0.442,,,,
2786,1.061,,,,
2787,1.875,,,,
2788,4.314,,,,
2789,4.871,,,,
2790,4.473,,,,
2791,3.409,,,,
2792,5.145,,,,
2793,5.079,,,,
2794,5.078,,,,
2795,6.379,,,,
2796,6.754,,,,
2797,6.1,,,,
2798,5.885,,,,
2799,6.154,,,,
2800,7.511,,,,
2801,8.91,,,,
2802,9.19,,,,
2803,9.15,,,,
2804,9.74,,,,
2805,8.89,,,,
2806,7.421,,,,
2807,5.701,,,,
2808,4.467,,,,
2809,2.919,,,,
2810,3.043,,,,
2811,3.725,,,,
2812,4.314,,,,
2813,4.425,,,,
2814,4.358,,,,
2815,5.115,,,,
2816,4.392,,,,
2817,3.99,,,,
2818,3.501,,,,
2819,3.449,,,,
2820,5.26,,,,
2821,6.165,,,,
2822,8.6,,,,
2823,8.81,,,,
2824,6.343,,,,
2825,2.538,,,,
2826,5.755,,,,
2827,6.096,,,,
2828,7.048,,,,
2829,7.329,,,,
2830,7.11,,,,
2831,8,,,,
2832,8.63,,,,
2833,8.56,,,,
2834,9.13,,,,
2835,7.017,,,,
2836,9.09,,,,
2837,8.99,,,,
2838,9.46,,,,
2839,6.963,,,,
2840,8.52,,,,
2841,8.71,,,,
2842,7.392,,,,
2843,6.505,,,,
2844,6.463,,,,
2845,5.728,,,,
2846,6.663,,,,
2847,6.949,,,,
2848,7.01,,,,
2849,6.799,,,,
2850,7.632,,,,
2851,7.771,,,,
2852,7.09,,,,
2853,8.36,,,,
2854,7.241,,,,
2855,6.607,,,,
2856,5.732,,,,
2857,5.59,,,,
2858,6.176,,,,
2859,4.659,,,,
2860,4.208,,,,
2861,4.18,,,,
2862,3.13,,,,
2863,2.875,,,,
2864,2.815,,,,
2865,2.171,,,,
2866,1.526,,,,
2867,2.882,,,,
2868,3.827,,,,
2869,3.884,,,,
2870,3.888,,,,
2871,4.036,,,,
2872,4.266,,,,
2873,3.263,,,,
2874,4.684,,,,
2875,6.172,,,,
2876,5.751,,,,
2877,6.538,,,,
2878,7.797,,,,
2879,6.73,,,,
2880,5.453,,,,
2881,5.271,,,,
2882,5.63,,,,
2883,5.477,,,,
2884,6.355,,,,
2885,4.472,,,,
2886,5.469,,,,
2887,6.521,,,,
2888,6.333,,,,
2889,4.71,,,,
2890,3.35,,,,
2891,3.78,,,,
2892,4.237,,,,
2893,4.627,,,,
2894,4.042,,,,
2895,3.149,,,,
2896,3.711,,,,
2897,4.713,,,,
2898,5.918,,,,
2899,5.323,,,,
2900,5.23,,,,
2901,5.896,,,,
2902,5.847,,,,
2903,4.565,,,,
2904,1.67,,,,
2905,1.03,,,,
2906,2.147,,,,
2907,2.971,,,,
2908,2.981,,,,
2909,2.949,,,,
2910,1.707,,,,
2911,1.785,,,,
2912,1.007,,,,
2913,0.944,,,,
2914,3.712,,,,
2915,4.132,,,,
2916,2.516,,,,
2917,4.454,,,,
2918,4.525,,,,
2919,3.5,,,,
2920,3.873,,,,
2921,3.191,,,,
2922,3.218,,,,
2923,2.975,,,,
2924,2.68,,,,
2925,2.855,,,,
2926,2.66,,,,
2927,3.738,,,,
2928,2.82,,,,
2929,1.751,,,,
2930,2.842,,,,
2931,3.607,,,,
2932,3.443,,,,
2933,2.642,,,,
2934,1.606,,,,
2935,0.379,,,,
2936,2.367,,,,
2937,2.185,,,,
2938,2.928,,,,
2939,3.777,,,,
2940,3.269,,,,
2941,2.729,,,,
2942,3.289,,,,
2943,4.448,,,,
2944,4.941,,,,
2945,3.716,,,,
2946,2.849,,,,
2947,3.583,,,,
2948,3.765,,,,
2949,3.163,,,,
2950,5.08,,,,
2951,5.702,,,,
2952,6.719,,,,
2953,6.539,,,,
2954,7.203,,,,
2955,7.999,,,,
2956,7.406,,,,
2957,6.44,,,,
2958,6.83,,,,
2959,7.114,,,,
2960,8.4,,,,
2961,8.26,,,,
2962,7.033,,,,
2963,5.219,,,,
2964,4.682,,,,
2965,4.192,,,,
2966,4.517,,,,
2967,4.739,,,,
2968,4.606,,,,
2969,4.577,,,,
2970,4.725,,,,
2971,4.324,,,,
2972,4.134,,,,
2973,4.606,,,,
2974,5.039,,,,
2975,5.038,,,,
2976,3.965,,,,
2977,3.326,,,,
2978,2.584,,,,
2979,2.727,,,,
2980,2.626,,,,
2981,1.623,,,,
2982,1.708,,,,
2983,1.993,,,,
2984,3.068,,,,
2985,2.935,,,,
2986,3.849,,,,
2987,4.192,,,,
2988,4.597,,,,
2989,5.232,,,,
2990,6.086,,,,
2991,5.365,,,,
2992,5.675,,,,
2993,6.187,,,,
2994,5.602,,,,
2995,5.241,,,,
2996,6.211,,,,
2997,4.51,,,,
2998,4.533,,,,
2999,4.157,,,,
3000,4.479,,,,
3001,5.032,,,,
3002,5.714,,,,
3003,5.652,,,,
3004,4.455,,,,
3005,2.197,,,,
3006,0.743,,,,
3007,2.257,,,,
3008,2.11,,,,
3009,2.197,,,,
3010,1.867,,,,
3011,2.628,,,,
3012,3.569,,,,
3013,3.583,,,,
3014,4.429,,,,
3015,4.133,,,,
3016,4.414,,,,
3017,4.76,,,,
3018,4.903,,,,
3019,4.623,,,,
3020,4.658,,,,
3021,3.42,,,,
3022,1.487,,,,
3023,2.181,,,,
3024,3.856,,,,
3025,3.068,,,,
3026,2.613,,,,
3027,2.509,,,,
3028,1.883,,,,
3029,1.765,,,,
3030,1.518,,,,
3031,1.565,,,,
3032,2.462,,,,
3033,2.268,,,,
3034,2.584,,,,
3035,3.577,,,,
3036,3.574,,,,
3037,2.79,,,,
3038,2.611,,,,
3039,3.121,,,,
3040,3.675,,,,
3041,3.36,,,,
3042,3.737,,,,
3043,3.644,,,,
3044,2.934,,,,
3045,3.304,,,,
3046,4.049,,,,
3047,4.596,,,,
3048,4.096,,,,
3049,4.156,,,,
3050,3.2,,,,
3051,3.091,,,,
3052,2.307,,,,
3053,1.859,,,,
3054,1.496,,,,
3055,1.412,,,,
3056,1.438,,,,
3057,2.084,,,,
3058,2.591,,,,
3059,3.623,,,,
3060,3.985,,,,
3061,4.292,,,,
3062,4.479,,,,
3063,5.16,,,,
3064,4.339,,,,
3065,5.04,,,,
3066,4.333,,,,
3067,2.4,,,,
3068,2.594,,,,
3069,3.706,,,,
3070,1.29,,,,
3071,2.038,,,,
3072,0.872,,,,
3073,1.523,,,,
3074,1.707,,,,
3075,1.701,,,,
3076,2.162,,,,
3077,1.979,,,,
3078,1.039,,,,
3079,0.481,,,,
3080,2.556,,,,
3081,2.448,,,,
3082,3.376,,,,
3083,4.142,,,,
3084,3.886,,,,
3085,5.277,,,,
3086,5.427,,,,
3087,5.905,,,,
3088,5.826,,,,
3089,6.642,,,,
3090,6.658,,,,
3091,5.38,,,,
3092,4.62,,,,
3093,3.417,,,,
3094,1.7,,,,
3095,0.592,,,,
3096,1.421,,,,
3097,2.279,,,,
3098,1.496,,,,
3099,2.783,,,,
3100,2.514,,,,
3101,4.352,,,,
3102,4.514,,,,
3103,5.123,,,,
3104,3.605,,,,
3105,3.258,,,,
3106,4.018,,,,
3107,2.425,,,,
3108,0.863,,,,
3109,2.165,,,,
3110,1.985,,,,
3111,2.887,,,,
3112,2.612,,,,
3113,3.023,,,,
3114,3.594,,,,
3115,2.891,,,,
3116,4.242,,,,
3117,2.537,,,,
3118,2.248,,,,
3119,3.971,,,,
3120,3.2,,,,
3121,2.558,,,,
3122,2.526,,,,
3123,2.211,,,,
3124,2.069,,,,
3125,0.939,,,,
3126,1.177,,,,
3127,0.812,,,,
3128,1.708,,,,
3129,1.682,,,,
3130,2.344,,,,
3131,3.95,,,,
3132,3.556,,,,
3133,2.942,,,,
3134,3.305,,,,
3135,4.377,,,,
3136,4.8,,,,
3137,4.169,,,,
3138,3.305,,,,
3139,1.968,,,,
3140,1.483,,,,
3141,1.889,,,,
3142,1.292,,,,
3143,2.184,,,,
3144,2.22,,,,
3145,3.465,,,,
3146,7.138,,,,
3147,10.68,,,,
3148,9.98,,,,
3149,9.12,,,,
3150,8.6,,,,
3151,7.61,,,,
3152,8.4,,,,
3153,6.976,,,,
3154,5.695,,,,
3155,4.874,,,,
3156,4.23,,,,
3157,4.372,,,,
3158,5.366,,,,
3159,4.594,,,,
3160,4.519,,,,
3161,3.979,,,,
3162,5.009,,,,
3163,6.032,,,,
3164,5.712,,,,
3165,5.792,,,,
3166,6.267,,,,
3167,7.444,,,,
3168,7.656,,,,
3169,8.54,,,,
3170,8.34,,,,
3171,7.984,,,,
3172,8.27,,,,
3173,8.8,,,,
3174,8.81,,,,
3175,8.53,,,,
3176,8.07,,,,
3177,8.31,,,,
3178,7.983,,,,
3179,6.973,,,,
3180,6.308,,,,
3181,5.782,,,,
3182,4.696,,,,
3183,3.781,,,,
3184,4.813,,,,
3185,4.711,,,,
3186,4.669,,,,
3187,3.822,,,,
3188,3.119,,,,
3189,4.101,,,,
3190,5.042,,,,
3191,5.331,,,,
3192,6.634,,,,
3193,6.824,,,,
3194,6.558,,,,
3195,7.266,,,,
3196,7.936,,,,
3197,9.15,,,,
3198,9.06,,,,
3199,9.54,,,,
3200,8.43,,,,
3201,8.18,,,,
3202,7.327,,,,
3203,8.7,,,,
3204,7.692,,,,
3205,6.804,,,,
3206,7.048,,,,
3207,6.703,,,,
3208,6.39,,,,
3209,5.157,,,,
3210,5.74,,,,
3211,6.088,,,,
3212,6.131,,,,
3213,3.534,,,,
3214,8.21,,,,
3215,8.11,,,,
3216,8.33,,,,
3217,6.73,,,,
3218,6.91,,,,
3219,6.925,,,,
3220,7.938,,,,
3221,7.801,,,,
3222,7.639,,,,
3223,8.13,,,,
3224,8.13,,,,
3225,7.688,,,,
3226,6.892,,,,
3227,7.007,,,,
3228,7.007,,,,
3229,7.35,,,,
3230,6.174,,,,
3231,6.376,,,,
3232,4.993,,,,
3233,5.979,,,,
3234,6.733,,,,
3235,5.776,,,,
3236,6.704,,,,
3237,6.163,,,,
3238,4.894,,,,
3239,4.559,,,,
3240,3.632,,,,
3241,4.835,,,,
3242,5.755,,,,
3243,4.769,,,,
3244,5.691,,,,
3245,5.483,,,,
3246,6.895,,,,
3247,6.65,,,,
3248,6.327,,,,
3249,6.026,,,,
3250,6.71,,,,
3251,7.126,,,,
3252,7.151,,,,
3253,6.917,,,,
3254,7.561,,,,
3255,6.278,,,,
3256,7.09,,,,
3257,6.657,,,,
3258,8.26,,,,
3259,8.04,,,,
3260,8.36,,,,
3261,8.45,,,,
3262,9.28,,,,
3263,8.25,,,,
3264,8.02,,,,
3265,7.984,,,,
3266,7.378,,,,
3267,7.589,,,,
3268,8.81,,,,
3269,9.45,,,,
3270,10.06,,,,
3271,10.12,,,,
3272,9.52,,,,
3273,8.58,,,,
3274,8.6,,,,
3275,8.14,,,,
3276,8.33,,,,
3277,8.51,,,,
3278,7.92,,,,
3279,7.561,,,,
3280,7.937,,,,
3281,7.727,,,,
3282,7.306,,,,
3283,7.32,,,,
3284,7.018,,,,
3285,6.68,,,,
3286,6.919,,,,
3287,7.234,,,,
3288,6.202,,,,
3289,6.595,,,,
3290,7.829,,,,
3291,7.999,,,,
3292,7.098,,,,
3293,6.668,,,,
3294,6.557,,,,
3295,6.008,,,,
3296,6.43,,,,
3297,5.695,,,,
3298,5.807,,,,
3299,5.752,,,,
3300,5.535,,,,
3301,6.445,,,,
3302,6.839,,,,
3303,6.946,,,,
3304,7.081,,,,
3305,6.17,,,,
3306,6.365,,,,
3307,6.677,,,,
3308,6.451,,,,
3309,6.584,,,,
3310,6.453,,,,
3311,6.718,,,,
3312,5.835,,,,
3313,6.163,,,,
3314,5.989,,,,
3315,5.901,,,,
3316,6.296,,,,
3317,6.927,,,,
3318,6.1,,,,
3319,5.995,,,,
3320,6.265,,,,
3321,6.317,,,,
3322,6.392,,,,
3323,6.747,,,,
3324,7.022,,,,
3325,6.602,,,,
3326,5.998,,,,
3327,5.773,,,,
3328,6.288,,,,
3329,6.463,,,,
3330,6.829,,,,
3331,6.681,,,,
3332,7.231,,,,
3333,6.885,,,,
3334,6.981,,,,
3335,7.111,,,,
3336,6.72,,,,
3337,6.868,,,,
3338,7.061,,,,
3339,7.33,,,,
3340,7.435,,,,
3341,6.778,,,,
3342,6.894,,,,
3343,7.123,,,,
3344,7.073,,,,
3345,6.909,,,,
3346,6.144,,,,
3347,6.431,,,,
3348,6.498,,,,
3349,7.757,,,,
3350,8.46,,,,
3351,8.7,,,,
3352,8.64,,,,
3353,8.58,,,,
3354,9.26,,,,
3355,9.43,,,,
3356,9.25,,,,
3357,9.1,,,,
3358,8.66,,,,
3359,8.5,,,,
3360,8.44,,,,
3361,7.628,,,,
3362,8.24,,,,
3363,8.32,,,,
3364,8.23,,,,
3365,7.814,,,,
3366,7.533,,,,
3367,7.909,,,,
3368,7.565,,,,
3369,7.15,,,,
3370,7.029,,,,
3371,5.774,,,,
3372,6.382,,,,
3373,6.705,,,,
3374,6.493,,,,
3375,6.072,,,,
3376,4.293,,,,
3377,4.452,,,,
3378,5.538,,,,
3379,6.576,,,,
3380,7.299,,,,
3381,4.906,,,,
3382,5.735,,,,
3383,6.84,,,,
3384,7.28,,,,
3385,6.737,,,,
3386,6.826,,,,
3387,6.404,,,,
3388,6.477,,,,
3389,6.34,,,,
3390,7.079,,,,
3391,6.923,,,,
3392,6.703,,,,
3393,6.674,,,,
3394,6.488,,,,
3395,6.194,,,,
3396,5.938,,,,
3397,7.059,,,,
3398,6.767,,,,
3399,7.141,,,,
3400,7.07,,,,
3401,6.894,,,,
3402,6.126,,,,
3403,6.09,,,,
3404,5.903,,,,
3405,6.077,,,,
3406,6.668,,,,
3407,6.622,,,,
3408,7.801,,,,
3409,7.031,,,,
3410,6.635,,,,
3411,5.797,,,,
3412,6.069,,,,
3413,6.255,,,,
3414,6.138,,,,
3415,5.676,,,,
3416,5.578,,,,
3417,5.267,,,,
3418,5.339,,,,
3419,6.102,,,,
3420,6.012,,,,
3421,5.05,,,,
3422,5.423,,,,
3423,6.136,,,,
3424,6.401,,,,
3425,6.85,,,,
3426,6.993,,,,
3427,6.433,,,,
3428,6.533,,,,
3429,6.48,,,,
3430,5.05,,,,
3431,5.423,,,,
3432,6.136,,,,
3433,6.401,,,,
3434,6.85,,,,
3435,6.993,,,,
3436,6.433,,,,
3437,6.533,,,,
3438,6.48,,,,
3439,6.508,,,,
3440,6.651,,,,
3441,6.651,,,,
3442,6.062,,,,
3443,5.739,,,,
3444,5.825,,,,
3445,6.013,,,,
3446,5.377,,,,
3447,4.634,,,,
3448,4.558,,,,
3449,5.998,,,,
3450,5.238,,,,
3451,3.932,,,,
3452,3.837,,,,
3453,4.897,,,,
3454,4.131,,,,
3455,3.296,,,,
3456,3.721,,,,
3457,3.519,,,,
3458,5.008,,,,
3459,6.146,,,,
3460,5.857,,,,
3461,5.054,,,,
3462,4.891,,,,
3463,5.356,,,,
3464,5.403,,,,
3465,4.522,,,,
3466,4.465,,,,
3467,4.862,,,,
3468,4.755,,,,
3469,4.706,,,,
3470,4.517,,,,
3471,4.421,,,,
3472,4.172,,,,
3473,4.29,,,,
3474,3.997,,,,
3475,5.373,,,,
3476,4.932,,,,
3477,4.985,,,,
3478,4.069,,,,
3479,4.59,,,,
3480,4.96,,,,
3481,5.914,,,,
3482,5.233,,,,
3483,5.025,,,,
3484,4.035,,,,
3485,5.027,,,,
3486,4.28,,,,
3487,4.39,,,,
3488,4.349,,,,
3489,5.944,,,,
3490,4.606,,,,
3491,4.457,,,,
3492,4.808,,,,
3493,4.544,,,,
3494,4.065,,,,
3495,4.207,,,,
3496,3.583,,,,
3497,3.442,,,,
3498,4.56,,,,
3499,3.834,,,,
3500,3.529,,,,
3501,3.414,,,,
3502,3.463,,,,
3503,3.842,,,,
3504,4.057,,,,
3505,3.983,,,,
3506,4.445,,,,
3507,3.093,,,,
3508,2.955,,,,
3509,5.757,,,,
3510,1.845,,,,
3511,2.662,,,,
3512,4.308,,,,
3513,1.546,,,,
3514,1.775,,,,
3515,0.526,,,,
3516,1.918,,,,
3517,3.769,,,,
3518,2.434,,,,
3519,2.71,,,,
3520,0.453,,,,
3521,0.659,,,,
3522,1.284,,,,
3523,2.282,,,,
3524,1.052,,,,
3525,0.607,,,,
3526,2.456,,,,
3527,1.66,,,,
3528,1.535,,,,
3529,2.159,,,,
3530,2.126,,,,
3531,3.001,,,,
3532,3.118,,,,
3533,4.439,,,,
3534,4.136,,,,
3535,3.179,,,,
3536,2.108,,,,
3537,2.95,,,,
3538,4.979,,,,
3539,5.011,,,,
3540,4.871,,,,
3541,4.621,,,,
3542,3.366,,,,
3543,1.364,,,,
3544,1.725,,,,
3545,3.813,,,,
3546,3.213,,,,
3547,2.066,,,,
3548,2.152,,,,
3549,1.771,,,,
3550,1.254,,,,
3551,2.027,,,,
3552,2.574,,,,
3553,2.598,,,,
3554,3.23,,,,
3555,3.07,,,,
3556,1.741,,,,
3557,2.468,,,,
3558,2.378,,,,
3559,2.43,,,,
3560,1.402,,,,
3561,0.646,,,,
3562,2.131,,,,
3563,4.6,,,,
3564,4.347,,,,
3565,4.258,,,,
3566,4.038,,,,
3567,3.16,,,,
3568,2.667,,,,
3569,2.343,,,,
3570,2.137,,,,
3571,1.413,,,,
3572,3.104,,,,
3573,3.734,,,,
3574,4.013,,,,
3575,5.406,,,,
3576,4.345,,,,
3577,4.119,,,,
3578,4.574,,,,
3579,5.66,,,,
3580,4.25,,,,
3581,6.019,,,,
3582,6.625,,,,
3583,5.717,,,,
3584,3.636,,,,
3585,1.467,,,,
3586,0.891,,,,
3587,2.83,,,,
3588,3.298,,,,
3589,3.502,,,,
3590,2.53,,,,
3591,2.21,,,,
3592,1.631,,,,
3593,1.681,,,,
3594,3.361,,,,
3595,3.639,,,,
3596,3.178,,,,
3597,2.906,,,,
3598,3.134,,,,
3599,3.702,,,,
3600,4.177,,,,
3601,4.146,,,,
3602,3.509,,,,
3603,3.876,,,,
3604,4.173,,,,
3605,5.956,,,,
3606,5.041,,,,
3607,4.15,,,,
3608,0.919,,,,
3609,0.718,,,,
3610,1.766,,,,
3611,4.837,,,,
3612,6.9,,,,
3613,11.34,,,,
3614,6.823,,,,
3615,6.163,,,,
3616,6.722,,,,
3617,6.877,,,,
3618,7.323,,,,
3619,6.214,,,,
3620,6.166,,,,
3621,5.618,,,,
3622,5.239,,,,
