,WS_ms_Avg,,,,
3623,6.707,,,,
3624,6.092,,,,
3625,5.385,,,,
3626,4.223,,,,
3627,5.33,,,,
3628,6.333,,,,
3629,5.753,,,,
3630,5.694,,,,
3631,5.362,,,,
3632,8.31,,,,
3633,10.23,,,,
3634,9.15,,,,
3635,7.34,,,,
3636,6.267,,,,
3637,4.052,,,,
3638,3.856,,,,
3639,6.98,,,,
3640,4.432,,,,
3641,4.737,,,,
3642,5.21,,,,
3643,7.172,,,,
3644,6.43,,,,
3645,8.18,,,,
3646,8.84,,,,
3647,8.36,,,,
3648,7.937,,,,
3649,9.36,,,,
3650,9.25,,,,
3651,10.46,,,,
3652,9.13,,,,
3653,10.94,,,,
3654,12.19,,,,
3655,10.79,,,,
3656,9.27,,,,
3657,9.07,,,,
3658,8.25,,,,
3659,8.98,,,,
3660,9.26,,,,
3661,8.98,,,,
3662,9.78,,,,
3663,8.2,,,,
3664,5.707,,,,
3665,4.966,,,,
3666,4.927,,,,
3667,5.009,,,,
3668,4.477,,,,
3669,6.006,,,,
3670,7.581,,,,
3671,8.02,,,,
3672,9.14,,,,
3673,7.985,,,,
3674,8.23,,,,
3675,8.47,,,,
3676,8.18,,,,
3677,7.684,,,,
3678,8.57,,,,
3679,10.1,,,,
3680,8.64,,,,
3681,5.273,,,,
3682,2.405,,,,
3683,2.476,,,,
3684,2.664,,,,
3685,4.109,,,,
3686,6.109,,,,
3687,4.729,,,,
3688,3.269,,,,
3689,4.152,,,,
3690,2.771,,,,
3691,2.047,,,,
3692,1.737,,,,
3693,3.057,,,,
3694,4.355,,,,
3695,4.136,,,,
3696,3.884,,,,
3697,5.566,,,,
3698,4.89,,,,
3699,4.086,,,,
3700,3.077,,,,
3701,3.092,,,,
3702,3.529,,,,
3703,1.856,,,,
3704,1.376,,,,
3705,3.464,,,,
3706,3.507,,,,
3707,3.519,,,,
3708,4.379,,,,
3709,5.476,,,,
3710,5.592,,,,
3711,4.256,,,,
3712,1.35,,,,
3713,9.41,,,,
3714,9.51,,,,
3715,5.592,,,,
3716,4.865,,,,
3717,5.902,,,,
3718,5.811,,,,
3719,7.229,,,,
3720,6.191,,,,
3721,5.78,,,,
3722,7.744,,,,
3723,6.572,,,,
3724,6.122,,,,
3725,5.689,,,,
3726,5.283,,,,
3727,6.153,,,,
3728,6.712,,,,
3729,7.426,,,,
3730,7.255,,,,
3731,7.145,,,,
3732,6.792,,,,
3733,4.718,,,,
3734,2.335,,,,
3735,1.794,,,,
3736,4.278,,,,
3737,4.233,,,,
3738,3.831,,,,
3739,3.997,,,,
3740,4.823,,,,
3741,5.168,,,,
3742,5.352,,,,
3743,5.813,,,,
3744,5.796,,,,
3745,4.531,,,,
3746,5.092,,,,
3747,4.926,,,,
3748,5.261,,,,
3749,4.119,,,,
3750,3.855,,,,
3751,7.48,,,,
3752,4.726,,,,
3753,4.778,,,,
3754,5.043,,,,
3755,3.928,,,,
3756,6.165,,,,
3757,6.023,,,,
3758,5.705,,,,
3759,5.224,,,,
3760,5.313,,,,
3761,4.59,,,,
3762,4.119,,,,
3763,2.884,,,,
3764,1.464,,,,
3765,2.34,,,,
3766,2.909,,,,
3767,2.866,,,,
3768,2.16,,,,
3769,3.703,,,,
3770,5.071,,,,
3771,4.458,,,,
3772,4.113,,,,
3773,3.414,,,,
3774,3.633,,,,
3775,1.506,,,,
3776,0.746,,,,
3777,2.728,,,,
3778,4.696,,,,
3779,5.203,,,,
3780,5.022,,,,
3781,5.402,,,,
3782,5.66,,,,
3783,4.889,,,,
3784,3.212,,,,
3785,2.709,,,,
3786,0.759,,,,
3787,1.412,,,,
3788,2.166,,,,
3789,1.575,,,,
3790,2.062,,,,
3791,2.958,,,,
3792,3.549,,,,
3793,3.4,,,,
3794,3.984,,,,
3795,3.793,,,,
3796,3.518,,,,
3797,4.087,,,,
3798,3.383,,,,
3799,1.549,,,,
3800,0.954,,,,
3801,2.471,,,,
3802,3.506,,,,
3803,3.289,,,,
3804,3.166,,,,
3805,3.723,,,,
3806,4.439,,,,
3807,3.144,,,,
3808,2.392,,,,
3809,1.999,,,,
3810,0.959,,,,
3811,2.8,,,,
3812,2.801,,,,
3813,1.601,,,,
3814,2.519,,,,
3815,2.424,,,,
3816,3.226,,,,
3817,2.362,,,,
3818,3.154,,,,
3819,2.877,,,,
3820,2.522,,,,
3821,3.829,,,,
3822,2.49,,,,
3823,0.987,,,,
3824,0.879,,,,
3825,0.712,,,,
3826,4.278,,,,
3827,4.713,,,,
3828,4.324,,,,
3829,5.543,,,,
3830,5.255,,,,
3831,4.136,,,,
3832,1.386,,,,
3833,3.305,,,,
3834,2.491,,,,
3835,2.106,,,,
3836,1.725,,,,
3837,0.746,,,,
3838,0.642,,,,
3839,0.552,,,,
3840,1.116,,,,
3841,1.594,,,,
3842,1.054,,,,
3843,1.479,,,,
3844,3.313,,,,
3845,3.577,,,,
3846,2.81,,,,
3847,2.687,,,,
3848,2.389,,,,
3849,4.619,,,,
3850,4.131,,,,
3851,3.457,,,,
3852,3.158,,,,
3853,5.13,,,,
3854,6.458,,,,
3855,7.561,,,,
3856,3.993,,,,
3857,1.875,,,,
3858,1.448,,,,
3859,1.339,,,,
3860,1.391,,,,
3861,1.966,,,,
3862,2.127,,,,
3863,1.834,,,,
3864,1.695,,,,
3865,0.973,,,,
3866,1.341,,,,
3867,1.849,,,,
3868,2.894,,,,
3869,1.737,,,,
3870,1.717,,,,
3871,0.669,,,,
3872,1.667,,,,
3873,3.031,,,,
3874,5.072,,,,
3875,4.081,,,,
3876,4.71,,,,
3877,2.975,,,,
3878,3.094,,,,
3879,4.604,,,,
3880,3,,,,
3881,1.678,,,,
3882,2.041,,,,
3883,2.4,,,,
3884,1.505,,,,
3885,2.326,,,,
3886,1.142,,,,
3887,2.152,,,,
3888,1.977,,,,
3889,1.299,,,,
3890,2.233,,,,
3891,3.085,,,,
3892,4.031,,,,
3893,4.172,,,,
3894,3.4,,,,
3895,3.275,,,,
3896,3.603,,,,
3897,3.683,,,,
3898,5.118,,,,
3899,4.656,,,,
3900,3.073,,,,
3901,5.09,,,,
3902,1.98,,,,
3903,4.591,,,,
3904,8.84,,,,
3905,5.568,,,,
3906,4.309,,,,
3907,4.133,,,,
3908,3.934,,,,
3909,4.939,,,,
3910,5.685,,,,
3911,5.159,,,,
3912,2.704,,,,
3913,3.371,,,,
3914,4.069,,,,
3915,4.593,,,,
3916,4.709,,,,
3917,4.918,,,,
3918,3.624,,,,
3919,4.191,,,,
3920,1.568,,,,
3921,3.196,,,,
3922,1.667,,,,
3923,2.258,,,,
3924,2.162,,,,
3925,3.323,,,,
3926,4.658,,,,
3927,5.449,,,,
3928,7.941,,,,
3929,5.553,,,,
3930,3.775,,,,
3931,2.883,,,,
3932,2.744,,,,
3933,2.74,,,,
3934,1.95,,,,
3935,3.294,,,,
3936,3.365,,,,
3937,4.311,,,,
3938,4.405,,,,
3939,3.446,,,,
3940,3.082,,,,
3941,4.01,,,,
3942,3.987,,,,
3943,3.993,,,,
3944,1.946,,,,
3945,2.513,,,,
3946,5.081,,,,
3947,5.455,,,,
3948,5.084,,,,
3949,3.345,,,,
3950,5.192,,,,
3951,6.641,,,,
3952,5.136,,,,
3953,3.638,,,,
3954,3.953,,,,
3955,5.533,,,,
3956,8.57,,,,
3957,7.799,,,,
3958,6.371,,,,
3959,3.766,,,,
3960,2.848,,,,
3961,2.226,,,,
3962,2.813,,,,
3963,2.111,,,,
3964,3.295,,,,
3965,4.244,,,,
3966,5.173,,,,
3967,4.741,,,,
3968,2.263,,,,
3969,2.813,,,,
3970,4.354,,,,
3971,2.84,,,,
3972,3.361,,,,
3973,3.126,,,,
3974,5.449,,,,
3975,4.857,,,,
3976,4.572,,,,
3977,3.428,,,,
3978,1.711,,,,
3979,0.171,,,,
3980,1.006,,,,
3981,0.129,,,,
3982,0.77,,,,
3983,2.214,,,,
3984,2.767,,,,
3985,1.455,,,,
3986,1.392,,,,
3987,2.159,,,,
3988,1.739,,,,
3989,2.552,,,,
3990,1.66,,,,
3991,0.722,,,,
3992,3.478,,,,
3993,3.966,,,,
3994,4.504,,,,
3995,5.739,,,,
3996,4.02,,,,
3997,4.206,,,,
3998,5.716,,,,
3999,7.904,,,,
4000,9.62,,,,
4001,5.338,,,,
4002,3.171,,,,
4003,4.458,,,,
4004,3.821,,,,
4005,2.473,,,,
4006,3.524,,,,
4007,4.83,,,,
4008,3.944,,,,
4009,2.994,,,,
4010,1.439,,,,
4011,2.503,,,,
4012,5.586,,,,
4013,9.4,,,,
4014,8.99,,,,
4015,7.373,,,,
4016,5.756,,,,
4017,3.824,,,,
4018,3.763,,,,
4019,2.462,,,,
4020,3.998,,,,
4021,5.693,,,,
4022,4.026,,,,
4023,4.998,,,,
4024,4.735,,,,
4025,4.806,,,,
4026,4.288,,,,
4027,3.508,,,,
4028,2.576,,,,
4029,2.873,,,,
4030,3.635,,,,
4031,4.181,,,,
4032,2.907,,,,
4033,1.306,,,,
4034,2.243,,,,
4035,1.872,,,,
4036,2.541,,,,
4037,3.384,,,,
4038,4.372,,,,
4039,4.822,,,,
4040,4.663,,,,
4041,4.71,,,,
4042,4.188,,,,
4043,4.033,,,,
4044,3.169,,,,
4045,3.296,,,,
4046,3.448,,,,
4047,3.444,,,,
4048,3.178,,,,
4049,2.688,,,,
4050,2.131,,,,
4051,0.547,,,,
4052,0.086,,,,
4053,2.184,,,,
4054,2.057,,,,
4055,2.702,,,,
4056,2.096,,,,
4057,2.364,,,,
4058,1.431,,,,
4059,2.109,,,,
4060,2.274,,,,
4061,2.331,,,,
4062,2.22,,,,
4063,1.516,,,,
4064,4.236,,,,
4065,4.621,,,,
4066,5.179,,,,
4067,5.19,,,,
4068,5.255,,,,
4069,4.768,,,,
4070,4.981,,,,
4071,4.997,,,,
4072,5.157,,,,
4073,5.102,,,,
4074,5.267,,,,
4075,5.237,,,,
4076,4.844,,,,
4077,5.149,,,,
4078,5.277,,,,
4079,4.872,,,,
4080,3.539,,,,
4081,4.461,,,,
4082,3.906,,,,
4083,4.055,,,,
4084,3.783,,,,
4085,4.137,,,,
4086,3.69,,,,
4087,2.27,,,,
4088,0.291,,,,
4089,2.408,,,,
4090,4.043,,,,
4091,5.218,,,,
4092,5.878,,,,
4093,5.393,,,,
4094,4.554,,,,
4095,5.461,,,,
4096,4.864,,,,
4097,2.711,,,,
4098,1.106,,,,
4099,1.741,,,,
4100,2.582,,,,
4101,2.192,,,,
4102,2.421,,,,
4103,3.03,,,,
4104,2.736,,,,
4105,3.335,,,,
4106,2.871,,,,
4107,3.179,,,,
4108,2.981,,,,
4109,3.674,,,,
4110,2.663,,,,
4111,0.616,,,,
4112,0.529,,,,
4113,1.241,,,,
4114,1.165,,,,
4115,1.911,,,,
4116,2.727,,,,
4117,4.127,,,,
4118,5.726,,,,
4119,3.356,,,,
4120,3.401,,,,
4121,2.813,,,,
4122,2.713,,,,
4123,2.407,,,,
4124,2.052,,,,
4125,3.022,,,,
4126,4.77,,,,
4127,5.458,,,,
4128,5.35,,,,
4129,4.591,,,,
4130,3.363,,,,
4131,4.636,,,,
4132,6.14,,,,
4133,5.26,,,,
4134,3.815,,,,
4135,4.017,,,,
4136,5.677,,,,
4137,6.756,,,,
4138,6.873,,,,
4139,7.377,,,,
4140,7.865,,,,
4141,7.823,,,,
4142,7.733,,,,
4143,5.942,,,,
4144,4.343,,,,
4145,3.088,,,,
4146,3.2,,,,
4147,3.494,,,,
4148,3.446,,,,
4149,3.081,,,,
4150,3.692,,,,
4151,3.621,,,,
4152,3.25,,,,
4153,2.966,,,,
4154,3.326,,,,
4155,2.458,,,,
4156,3.535,,,,
4157,3.281,,,,
4158,2.235,,,,
4159,0.075,,,,
4160,1.051,,,,
4161,2.645,,,,
4162,3.099,,,,
4163,4.158,,,,
4164,4.304,,,,
4165,4.697,,,,
4166,5.316,,,,
4167,6.12,,,,
4168,5.495,,,,
4169,2.616,,,,
4170,1.603,,,,
4171,2.452,,,,
4172,3.64,,,,
4173,2.931,,,,
4174,2.153,,,,
4175,1.756,,,,
4176,1.813,,,,
4177,2.977,,,,
4178,2.226,,,,
4179,2.118,,,,
4180,2.708,,,,
4181,3.311,,,,
4182,3.047,,,,
4183,0.802,,,,
4184,2.03,,,,
4185,5.51,,,,
4186,5.397,,,,
4187,4.703,,,,
4188,5.335,,,,
4189,6.236,,,,
4190,5.722,,,,
4191,4.624,,,,
4192,2.874,,,,
4193,2.357,,,,
4194,3.158,,,,
4195,3.208,,,,
4196,4.245,,,,
4197,3.479,,,,
4198,2.21,,,,
4199,1.601,,,,
4200,1.725,,,,
4201,2.348,,,,
4202,2.076,,,,
4203,2.175,,,,
4204,3.322,,,,
4205,2.928,,,,
4206,1.525,,,,
4207,0.397,,,,
4208,2.985,,,,
4209,3.499,,,,
4210,5.933,,,,
4211,5.494,,,,
4212,4.225,,,,
4213,5.679,,,,
4214,4.595,,,,
4215,4.523,,,,
4216,4.527,,,,
4217,4.357,,,,
4218,2.05,,,,
4219,0.991,,,,
4220,0.499,,,,
4221,1.283,,,,
4222,2.12,,,,
4223,2.024,,,,
4224,2.04,,,,
4225,2.552,,,,
4226,2.301,,,,
4227,3.483,,,,
4228,2.879,,,,
4229,2.951,,,,
4230,0.395,,,,
4231,0.32,,,,
4232,3.791,,,,
4233,5.788,,,,
4234,5.892,,,,
4235,5.088,,,,
4236,5.646,,,,
4237,6.012,,,,
4238,4.626,,,,
4239,4.198,,,,
4240,5.063,,,,
4241,4.307,,,,
4242,3.227,,,,
4243,1.132,,,,
4244,1.072,,,,
4245,4.65,,,,
4246,3.162,,,,
4247,2.776,,,,
4248,2.41,,,,
4249,2.986,,,,
4250,4.008,,,,
4251,3.903,,,,
4252,3.829,,,,
4253,2.86,,,,
4254,1.774,,,,
4255,0.551,,,,
4256,0.925,,,,
4257,3.444,,,,
4258,4.069,,,,
4259,5.775,,,,
4260,4.577,,,,
4261,4.012,,,,
4262,3.894,,,,
4263,2.528,,,,
4264,4.533,,,,
4265,2.988,,,,
4266,3.817,,,,
4267,3.315,,,,
4268,2.663,,,,
4269,2.197,,,,
4270,1.913,,,,
4271,2.065,,,,
4272,2.153,,,,
4273,1.709,,,,
4274,2.39,,,,
4275,2.394,,,,
4276,3.649,,,,
4277,3.689,,,,
4278,2.6,,,,
4279,1.065,,,,
4280,1.566,,,,
4281,3.442,,,,
4282,5.507,,,,
4283,5.214,,,,
4284,5.323,,,,
4285,5.624,,,,
4286,4.352,,,,
4287,3.576,,,,
4288,1.803,,,,
4289,2.837,,,,
4290,2.799,,,,
4291,2.025,,,,
4292,1.827,,,,
4293,2.976,,,,
4294,2.721,,,,
4295,2.062,,,,
4296,2.346,,,,
4297,3.885,,,,
4298,3.593,,,,
4299,2.604,,,,
4300,4.444,,,,
4301,3.375,,,,
4302,3.192,,,,
4303,1.523,,,,
4304,2.918,,,,
4305,4.837,,,,
4306,4.892,,,,
4307,4.857,,,,
4308,2.805,,,,
4309,6.149,,,,
4310,3.767,,,,
4311,3.662,,,,
4312,2.062,,,,
4313,3.472,,,,
4314,2.957,,,,
4315,4.748,,,,
4316,3.288,,,,
4317,3.818,,,,
4318,2.748,,,,
4319,3.502,,,,
4320,2.515,,,,
4321,4.126,,,,
4322,4.169,,,,
4323,3.914,,,,
4324,2.94,,,,
4325,3.668,,,,
4326,3.712,,,,
4327,3.19,,,,
4328,4.098,,,,
4329,5.089,,,,
4330,5.903,,,,
4331,8.43,,,,
4332,7.483,,,,
4333,6.844,,,,
4334,5.874,,,,
4335,4.718,,,,
4336,3.175,,,,
4337,2.602,,,,
4338,2.609,,,,
4339,2.117,,,,
4340,1.863,,,,
4341,2.448,,,,
4342,3.134,,,,
4343,3.109,,,,
4344,2.429,,,,
4345,3.564,,,,
4346,3.408,,,,
4347,2.109,,,,
4348,3.873,,,,
4349,2.826,,,,
4350,3.349,,,,
4351,3.979,,,,
4352,3.984,,,,
4353,3.907,,,,
4354,4.1,,,,
4355,4.083,,,,
4356,4.308,,,,
4357,4.781,,,,
4358,4.84,,,,
4359,4.619,,,,
4360,3.731,,,,
4361,3.195,,,,
4362,2.99,,,,
4363,2.941,,,,
4364,3.068,,,,
4365,3.438,,,,
4366,3.385,,,,
4367,2.912,,,,
4368,2.964,,,,
4369,2.746,,,,
4370,2.35,,,,
4371,3.817,,,,
4372,4.472,,,,
4373,4.935,,,,
4374,4.786,,,,
4375,4.114,,,,
4376,4.17,,,,
4377,3.973,,,,
4378,3.661,,,,
4379,3.425,,,,
4380,3.335,,,,
4381,2.927,,,,
4382,3.682,,,,
4383,3.953,,,,
4384,3.395,,,,
4385,2.487,,,,
4386,1.624,,,,
4387,0.518,,,,
4388,3.236,,,,
4389,2.884,,,,
4390,3.284,,,,
4391,3.5,,,,
4392,3.276,,,,
4393,4.015,,,,
4394,4.478,,,,
4395,3.647,,,,
4396,3.889,,,,
4397,4.074,,,,
4398,4.058,,,,
4399,0.804,,,,
4400,1.455,,,,
4401,1.171,,,,
4402,3.312,,,,
4403,5.165,,,,
4404,4.973,,,,
4405,5.99,,,,
4406,5.746,,,,
4407,5.098,,,,
4408,6.636,,,,
4409,5.813,,,,
4410,4.76,,,,
4411,3.107,,,,
4412,2.004,,,,
4413,2.359,,,,
4414,1.582,,,,
4415,2.638,,,,
4416,2.112,,,,
4417,3.317,,,,
4418,2.986,,,,
4419,2.188,,,,
4420,1.051,,,,
4421,2.117,,,,
4422,2.496,,,,
4423,2.415,,,,
4424,2.54,,,,
4425,4.241,,,,
4426,4.527,,,,
4427,5.793,,,,
4428,5.92,,,,
4429,6.159,,,,
4430,10.18,,,,
4431,9.9,,,,
4432,5.644,,,,
4433,3.397,,,,
4434,5.029,,,,
4435,4.013,,,,
4436,4.154,,,,
4437,4.371,,,,
4438,3.974,,,,
4439,4.524,,,,
4440,3.992,,,,
4441,6.489,,,,
4442,6.103,,,,
4443,5.866,,,,
4444,6.333,,,,
4445,7.124,,,,
4446,6.725,,,,
4447,6.814,,,,
4448,5.382,,,,
4449,3.226,,,,
4450,3.359,,,,
4451,5.015,,,,
4452,6.647,,,,
4453,7.473,,,,
4454,6.755,,,,
4455,5.489,,,,
4456,5.531,,,,
4457,5.579,,,,
4458,4.99,,,,
4459,4.737,,,,
4460,4.329,,,,
4461,2.82,,,,
4462,4.229,,,,
4463,9.58,,,,
4464,5.566,,,,
4465,3.702,,,,
4466,4.647,,,,
4467,8.16,,,,
4468,8.33,,,,
4469,7.781,,,,
4470,8.64,,,,
4471,8.75,,,,
4472,6.944,,,,
4473,3.582,,,,
4474,2.662,,,,
4475,4.408,,,,
4476,6.247,,,,
4477,7.626,,,,
4478,6.543,,,,
4479,9.27,,,,
4480,9.72,,,,
4481,9.83,,,,
4482,10.21,,,,
4483,7.963,,,,
4484,5.856,,,,
4485,4.823,,,,
4486,3.939,,,,
4487,3.381,,,,
4488,2.98,,,,
4489,3.618,,,,
4490,8.92,,,,
4491,6.996,,,,
4492,5.398,,,,
4493,6.032,,,,
4494,4.247,,,,
4495,3.545,,,,
4496,4.058,,,,
4497,4.763,,,,
4498,6.344,,,,
4499,6.845,,,,
4500,6.582,,,,
4501,6.095,,,,
4502,5.515,,,,
4503,5.189,,,,
4504,3.95,,,,
4505,2.662,,,,
4506,2.181,,,,
4507,2.074,,,,
4508,1.647,,,,
4509,2.084,,,,
4510,3.07,,,,
4511,2.705,,,,
4512,2.716,,,,
4513,2.83,,,,
4514,2.533,,,,
4515,4.096,,,,
4516,3.604,,,,
4517,2.741,,,,
4518,1.619,,,,
4519,2.879,,,,
4520,3.569,,,,
4521,3.589,,,,
4522,4.009,,,,
4523,4.302,,,,
4524,4.159,,,,
4525,4.677,,,,
4526,5.671,,,,
4527,4.974,,,,
4528,4.37,,,,
4529,4.595,,,,
4530,4.953,,,,
4531,4.555,,,,
4532,3.846,,,,
4533,3.59,,,,
4534,3.853,,,,
4535,4.473,,,,
4536,5.119,,,,
4537,4.775,,,,
4538,5.402,,,,
4539,5.606,,,,
4540,5.654,,,,
4541,5.998,,,,
4542,6.327,,,,
4543,6.404,,,,
4544,6.046,,,,
4545,5.908,,,,
4546,5.944,,,,
4547,5.567,,,,
4548,5.368,,,,
4549,5.614,,,,
4550,5.845,,,,
4551,5.634,,,,
4552,5.033,,,,
4553,4.295,,,,
4554,4.061,,,,
4555,4.24,,,,
4556,4.37,,,,
4557,4.746,,,,
4558,4.954,,,,
4559,5.075,,,,
4560,4.831,,,,
4561,5.649,,,,
4562,5.861,,,,
4563,5.607,,,,
4564,6.223,,,,
4565,5.824,,,,
4566,5.619,,,,
4567,6.265,,,,
4568,6.106,,,,
4569,5.56,,,,
4570,6.167,,,,
4571,6.409,,,,
4572,6.238,,,,
4573,6.187,,,,
4574,6.177,,,,
4575,5.809,,,,
4576,5.322,,,,
4577,5.026,,,,
4578,4.779,,,,
4579,5.153,,,,
4580,5.084,,,,
4581,5.248,,,,
4582,4.76,,,,
4583,5.117,,,,
4584,5.092,,,,
4585,5.234,,,,
4586,4.967,,,,
4587,4.638,,,,
4588,4.62,,,,
4589,4.74,,,,
4590,5.106,,,,
4591,5.048,,,,
4592,4.889,,,,
4593,4.296,,,,
4594,3.92,,,,
4595,3.912,,,,
4596,4.228,,,,
4597,4.225,,,,
4598,4.654,,,,
4599,3.895,,,,
4600,4.066,,,,
4601,4.146,,,,
4602,3.563,,,,
4603,2.122,,,,
4604,0.857,,,,
4605,1.923,,,,
4606,2.42,,,,
4607,3.253,,,,
4608,3.483,,,,
4609,2.165,,,,
4610,2.814,,,,
4611,3.527,,,,
4612,3.68,,,,
4613,3.636,,,,
4614,2.629,,,,
4615,1.456,,,,
4616,2.646,,,,
4617,2.371,,,,
4618,4.277,,,,
4619,5.412,,,,
4620,5.732,,,,
4621,6.407,,,,
4622,4.368,,,,
4623,4.255,,,,
4624,2.405,,,,
4625,2.3,,,,
4626,1.638,,,,
4627,5.648,,,,
4628,5.321,,,,
4629,4.49,,,,
4630,4.471,,,,
4631,4.223,,,,
4632,3.488,,,,
4633,3.343,,,,
4634,3.082,,,,
4635,3.498,,,,
4636,2.938,,,,
4637,2.526,,,,
4638,1.272,,,,
4639,0.934,,,,
4640,2.073,,,,
4641,4.551,,,,
4642,5.917,,,,
4643,6.754,,,,
4644,6.11,,,,
4645,4.879,,,,
4646,5.768,,,,
4647,5.706,,,,
4648,6.691,,,,
4649,4.819,,,,
4650,1.364,,,,
4651,2.1,,,,
4652,1.201,,,,
