,WTemp_C1_Avg
1,23.60373
5,23.46356
9,23.32605
13,23.01561
17,22.83789
21,23.22043
25,23.8557
29,23.78556
33,23.69901
37,23.50354
41,23.30951
45,23.30718
49,23.68804
53,23.55
57,23.48312
61,23.28367
65,23.06871
69,23.57688
73,23.95119
77,24.23067
81,23.80258
85,23.67538
89,23.59749
93,23.62436
97,23.69837
101,23.7386
105,23.36997
109,22.96488
113,22.75308
117,23.53116
121,24.02935
125,23.98158
129,23.79536
133,23.42509
137,23.06391
141,23.70003
145,23.96467
149,23.82755
153,23.33993
157,23.38256
161,23.06122
165,23.4676
169,23.74739
173,23.63028
177,23.46602
181,23.1242
185,22.97699
189,23.67736
193,24.00673
197,23.81609
201,23.61699
205,23.35088
209,23.02603
213,23.47577
217,23.66674
221,23.43818
225,23.26755
229,22.80613
233,22.536
237,22.95237
241,23.26668
245,23.18187
249,22.72857
253,22.39392
257,22.10792
261,29.52619
265,25.32873
269,20.03869
273,18.25272
277,16.9858
281,22.71629
285,23.2279
289,23.70112
293,23.36697
297,23.08595
301,22.9662
305,22.89475
309,23.34956
313,23.39551
317,23.17774
321,23.08453
325,22.95854
329,22.87256
333,23.14247
337,23.40372
341,23.12479
345,23.02328
349,22.95278
353,22.91957
357,23.20202
361,23.41978
365,23.31341
369,23.22496
373,23.08881
377,22.99459
381,23.15458
385,23.20477
389,23.16361
393,23.23012
397,23.21274
401,23.24764
405,23.68652
409,23.82874
413,23.69547
417,23.55962
421,23.44244
425,23.43185
429,23.61838
433,23.62142
437,23.58638
441,23.51103
445,23.41157
449,23.40717
453,23.60593
457,23.63662
461,23.52493
465,23.47924
469,23.42555
473,23.38884
477,23.65282
481,23.62732
485,23.57441
489,23.4956
493,23.42346
497,23.36328
501,23.84791
505,23.8144
509,23.67027
513,23.61842
517,23.5696
521,23.53106
525,24.03992
529,24.05019
533,23.85406
537,23.79711
541,23.68402
545,23.54095
549,24.04509
553,23.97639
557,23.82404
561,23.68494
565,23.5443
569,23.45097
573,23.63449
577,24.05348
581,23.82957
585,23.73172
589,23.54805
593,23.44966
597,23.8083
601,23.61073
605,23.42641
609,23.26963
613,23.10665
617,23.04523
621,23.49322
625,23.50119
629,23.29378
633,23.19982
637,23.12536
641,23.14393
645,23.26916
649,23.32709
653,23.24869
657,23.17152
661,23.08697
665,23.00626
669,23.05695
673,23.20536
677,23.12244
681,22.96741
685,22.90372
689,22.85647
693,23.20218
697,23.21563
701,23.12222
705,23.02449
709,22.92268
713,22.82983
717,23.30206
721,23.27725
725,23.16783
729,23.04939
733,22.95602
737,22.90282
741,23.38494
745,23.37608
749,23.18477
753,23.07085
757,22.94279
761,22.84948
765,23.02681
769,23.04843
773,23.00776
777,22.9243
781,22.90592
785,22.8224
789,23.13889
793,23.04846
797,22.77051
801,22.4808
805,22.22283
809,21.97938
813,22.08346
817,22.0894
821,22.00534
825,21.89007
829,21.711
833,21.54901
837,21.96508
841,21.77202
845,21.63388
849,21.5342
853,21.39995
857,21.27987
861,21.61914
865,21.72327
869,21.55019
873,21.40928
877,21.13301
881,20.99764
885,21.43481
889,21.27758
893,21.07259
897,21.00667
901,20.80069
905,20.64901
909,21.07911
913,21.19874
917,21.00098
921,20.81197
925,20.70755
929,20.61175
933,20.79402
937,20.75801
941,20.60718
945,20.46373
949,20.33683
953,20.1968
957,20.21737
961,20.30957
965,20.30348
969,20.27616
973,20.2233
977,20.11351
981,20.53071
985,20.48227
989,20.28761
993,20.18462
997,20.10582
1001,20.06324
1005,20.17235
1009,20.26688
1013,20.18047
1017,20.06222
1021,19.98184
1025,19.93818
1029,20.20464
1033,20.11474
1037,20.06127
1041,20.01036
1045,19.97308
1049,19.88668
1053,20.20865
1057,20.10217
1061,20.02251
1065,19.96092
1069,19.93633
1073,19.90001
1077,19.96848
1081,19.97436
1085,19.9301
1089,19.89177
1093,19.85642
1097,19.83648
1101,20.20648
1105,20.12352
1109,20.03978
1113,19.96043
1117,19.8965
1121,19.85862
1125,19.80228
1129,19.72056
1133,19.54893
1137,19.37185
1141,19.36786
1145,19.18415
1149,19.19398
1153,19.14617
1157,18.61968
1161,18.25285
1165,17.88664
1169,17.85607
1173,17.96832
1177,18.0114
1181,17.94
1185,17.84642
1189,17.74993
1193,17.67932
1197,17.74914
1201,17.77618
1205,17.725
1209,17.62678
1213,17.51198
1217,17.38064
1221,17.47119
1225,17.49347
1229,17.38075
1233,17.31173
1237,17.26721
1241,17.22541
1245,17.37232
1249,17.45509
1253,17.428
1257,17.39471
1261,17.32548
1265,17.29063
1269,17.69323
1273,17.89518
1277,17.61433
1281,17.51977
1285,17.43225
1289,17.33558
1293,17.49879
1297,17.67454
1301,17.41123
1305,17.26402
1309,17.12825
1313,17.00353
1317,17.42689
1321,17.23607
1325,17.09105
1329,17.01433
1333,16.89863
1337,16.75975
1341,16.97149
1345,16.97247
1349,16.85197
1353,16.7871
1357,16.66368
1361,16.54326
1365,16.6091
1369,16.65911
1373,16.52277
1377,16.34377
1381,16.23989
1385,16.09968
1389,16.14267
1393,16.16998
1397,16.08018
1401,15.9537
1405,15.80783
1409,15.62534
1413,15.94793
1417,15.78317
1421,15.77713
1425,15.68358
1429,15.56285
1433,15.45545
1437,15.59344
1441,15.51184
1445,15.40959
1449,15.24938
1453,15.17294
1457,15.11895
1461,15.1648
1465,15.20647
1469,15.24199
1473,15.08538
1477,14.96906
1481,15.01563
1485,15.4562
1489,15.41107
1493,15.0993
1497,15.05578
1501,14.97328
1505,14.86031
1509,15.08135
1513,15.40676
1517,15.22959
1521,15.02873
1525,14.85042
1529,14.90007
1533,15.06872
1537,15.16188
1541,15.1735
1545,15.17733
1549,15.16816
1553,15.14486
1557,15.26329
1561,15.32697
1565,15.23976
1569,15.14322
1573,15.05689
1577,14.98658
1581,15.18882
1585,15.40157
1589,15.39946
1593,15.24426
1597,15.18105
1601,15.16116
1605,15.30979
1609,15.51013
1613,15.34698
1617,15.30332
1621,15.26528
1625,15.226
1629,15.37894
1633,15.5
1637,15.44372
1641,15.40132
1645,15.35307
1649,15.32537
1653,15.48312
1657,15.83313
1661,15.43757
1665,15.3595
1669,15.31587
1673,15.33726
1677,15.34261
1681,15.37986
1685,15.3461
1689,15.33282
1693,15.36242
1697,15.33922
1701,15.49204
1705,15.53535
1709,15.46795
1713,15.48541
1717,15.4465
1721,15.46855
1725,15.58087
1729,15.64207
1733,15.67694
1737,15.69922
1741,15.67801
1745,15.66579
1749,15.80557
1753,15.77783
1757,15.77427
1761,15.77004
1765,15.74023
1769,15.74749
1773,15.94636
1777,15.97076
1781,15.90495
1785,15.84385
1789,15.64832
1793,15.53893
1797,15.67947
1801,15.66138
1805,15.56225
1809,15.49889
1813,15.27785
1817,15.15669
1821,15.37061
1825,15.5283
1829,15.40502
1833,15.2873
1837,15.20903
1841,15.17237
1845,15.46207
1849,15.63267
1853,15.4217
1857,15.40593
1861,15.36673
1865,15.2842
1869,15.46592
1873,15.45316
1877,15.378
1881,15.3352
1885,15.28923
1889,15.2457
1893,15.40847
1897,15.40584
1901,15.36974
1905,15.33158
1909,15.29001
1913,15.2089
1917,15.34094
1921,15.52344
1925,15.29835
1929,15.23304
1933,15.19038
1937,15.12786
1941,15.32729
1945,15.36458
1949,15.24689
1953,15.15297
1957,15.08918
1961,15.03225
1965,15.43829
1969,15.31523
1973,15.27795
1977,15.23811
1981,15.12052
1985,15.04646
1989,15.28306
1993,15.57785
1997,15.31634
2001,15.23555
2005,15.19388
2009,15.17497
2013,15.37133
2017,15.68691
2021,15.63494
2025,15.46261
2029,15.44915
2033,15.24685
2037,15.54985
2041,15.72674
2045,15.38284
2049,15.42355
2053,15.19921
2057,15.10549
2061,15.30496
2065,15.44247
2069,15.41049
2073,15.17529
2077,15.08078
2081,14.97507
2085,15.07736
2089,15.32581
2093,15.0887
2097,14.97191
2101,14.88028
2105,14.77349
2109,14.99977
2113,14.94488
2117,14.79603
2121,14.74594
2125,14.72764
2129,14.73398
2133,14.87549
2137,15.10287
2141,14.92308
2145,14.83988
2149,14.76015
2153,14.65799
2157,14.83638
2161,14.97112
2165,14.77866
2169,14.68738
2173,14.57505
2177,14.41545
2181,14.50981
2185,14.62272
2189,14.38923
2193,14.28352
2197,14.21807
2201,14.31487
2205,14.36386
2209,14.67236
2213,14.47545
2217,14.30139
2221,14.21738
2225,14.167
2229,14.42154
2233,14.74991
2237,14.44911
2241,14.35717
2245,14.28101
2249,14.23992
2253,14.4515
2257,14.83777
2261,14.48591
2265,14.32936
2269,14.34283
2273,14.29551
2277,14.56139
2281,14.88705
2285,14.51643
2289,14.30107
2293,14.27185
2297,14.16605
2301,14.42676
2305,14.56341
2309,14.425
2313,14.28356
2317,14.14593
2321,14.0894
2325,14.31817
2329,14.41159
2333,14.25148
2337,14.17361
2341,14.13037
2345,14.10345
2349,14.14302
2353,14.21015
2357,14.21129
2361,14.1694
2365,14.09079
2369,14.03613
2373,14.3843
2377,14.74543
2381,14.47025
2385,14.41887
2389,14.33538
2393,14.28327
2397,14.62369
2401,14.73201
2405,14.62042
2409,14.47836
2413,14.40111
2417,14.32897
2421,14.75594
2425,14.85679
2429,14.52706
2433,14.45389
2437,14.49967
2441,14.56042
2445,14.82841
2449,15.05514
2453,14.87748
2457,14.64595
2461,14.4876
2465,14.36843
2469,14.58057
2473,14.66494
2477,14.52212
2481,14.40981
2485,14.2467
2489,14.12659
2493,14.30613
2497,14.41066
2501,14.29671
2505,14.2118
2509,14.12007
2513,14.00801
2517,14.25329
2521,14.30118
2525,14.21984
2529,14.17432
2533,14.12468
2537,14.08606
2541,14.2062
2545,14.28333
2549,14.16309
2553,14.05722
2557,13.98647
2561,13.91746
2565,14.05202
2569,14.13922
2573,14.03373
2577,13.93586
2581,13.80491
2585,13.54211
2589,13.53761
2593,13.45578
2597,13.11575
2601,13.27272
2605,13.09896
2609,12.86118
2613,12.87545
2617,12.91547
2621,12.80683
2625,12.72723
2629,12.63207
2633,12.57363
2637,12.72493
2641,12.70533
2645,12.58717
2649,12.72957
2653,12.50647
2657,12.46715
2661,12.63705
2665,12.66089
2669,12.56148
2673,12.43077
2677,12.29585
2681,12.15922
2685,12.24176
2689,12.31172
2693,12.14039
2697,12.00513
2701,11.80646
2705,11.57892
2709,11.75203
2713,11.76487
2717,11.61186
2721,11.4904
2725,11.37368
2729,11.32237
2733,11.0861
2737,10.93159
2741,10.99063
2745,10.81124
2749,10.73325
2753,10.61828
2757,10.75164
2761,10.85822
2765,10.77551
2769,10.58719
2773,10.42278
2777,10.39965
2781,10.69786
2785,10.65476
2789,10.51398
2793,10.40284
2797,10.31936
2801,10.23402
2805,10.4097
2809,10.6695
2813,10.45053
2817,10.35322
2821,10.28851
2825,10.20161
2829,10.4651
2833,10.65001
2837,10.52852
2841,10.39867
2845,10.35355
2849,10.26932
2853,10.40901
2857,10.44897
2861,10.39281
2865,10.32379
2869,10.26437
2873,10.17782
2877,10.3588
2881,10.57238
2885,10.44852
2889,10.38126
2893,10.26055
2897,10.17073
2901,10.40028
2905,10.48255
2909,10.46157
2913,10.38112
2917,10.29781
2921,10.20807
2925,10.63228
2929,10.96624
2933,10.68735
2937,10.53188
2941,10.41967
2945,10.35704
2949,10.60821
2953,10.85001
2957,10.76398
2961,10.61932
2965,10.51765
2969,10.44102
2973,10.77806
2977,10.93792
2981,11.02377
2985,10.79099
2989,10.48413
2993,10.29338
2997,10.61875
3001,11.5143
3005,10.75027
3009,10.50758
3013,10.38222
3017,10.30173
3021,10.61054
3025,11.03736
3029,11.01714
3033,10.61078
3037,10.42212
3041,10.39314
3045,10.8074
3049,10.69711
3053,10.80104
3057,10.78509
3061,10.74525
3065,10.71319
3069,10.94295
3073,11.08571
3077,11.03871
3081,10.97368
3085,10.8278
3089,10.8946
3093,11.17337
3097,11.28875
3101,11.23586
3105,11.17543
3109,11.12043
3113,11.10786
3117,11.18983
3121,11.26399
3125,11.21544
3129,11.16964
3133,11.10297
3137,11.04143
3141,11.08265
3145,11.15005
3149,11.08685
3153,11.01118
3157,10.95949
3161,10.88954
3165,10.97146
3169,11.18755
3173,11.17399
3177,11.12196
3181,11.07213
3185,11.02898
3189,11.12831
3193,11.30315
3197,11.33214
3201,11.3147
3205,11.28682
3209,11.23778
3213,11.28684
3217,11.46342
3221,11.47684
3225,11.46167
3229,11.43375
3233,11.38708
3237,11.45623
3241,11.59085
3245,11.61083
3249,11.60818
3253,11.6092
3257,11.60835
3261,11.73477
3265,11.96929
3269,11.96033
3273,11.97355
3277,12.00608
3281,11.97739
3285,12.10146
3289,12.27931
3293,12.2812
3297,12.26359
3301,12.26128
3305,12.21606
3309,12.31335
3313,12.45799
3317,12.4741
3321,12.48538
3325,12.48341
3329,12.46151
3333,12.48128
3337,12.46885
3341,12.4874
3345,12.67691
3349,12.70981
3353,12.66954
3357,12.62859
3361,12.60073
3365,12.6772
3369,12.97793
3373,12.98238
3377,12.93979
3381,12.92487
3385,12.89015
3389,12.96393
3393,13.13004
3397,13.1641
3401,13.16681
3405,13.1357
3409,13.09295
3413,13.16111
3417,13.47863
3421,13.77167
3425,13.46864
3429,13.2919
3433,13.21817
3437,13.36833
3441,13.75273
3445,13.7196
3449,13.65985
3453,13.61104
3457,13.55719
3461,13.61635
3465,14.00272
3469,13.86318
3473,13.81546
3477,13.71899
3481,13.59147
3485,13.51373
3489,13.56546
3493,13.51903
3497,13.38732
3501,13.38533
3505,13.29583
3509,13.19816
3513,13.40178
3517,13.34277
3521,13.20978
3525,13.07412
3529,12.94147
3533,12.99025
3537,13.20295
3541,13.2082
3545,13.11406
3549,12.92247
3553,12.73619
3557,12.65053
3561,12.88607
3565,12.72122
3569,12.57652
3573,12.42271
3577,12.1636
3581,12.148
3585,12.64276
3589,12.31784
3593,12.26266
3597,12.14495
3601,11.98579
3605,12.09678
3609,12.54976
3613,12.32044
3617,12.16665
3621,12.01986
3625,11.8192
3629,11.83188
3633,12.03279
3637,11.97105
3641,11.89708
3645,11.79674
3649,11.67529
3653,11.73522
3657,12.07125
3661,12.04774
3665,11.98515
3669,11.92828
3673,11.8102
3677,11.94925
3681,12.27572
3685,12.25223
3689,12.21011
3693,12.11039
3697,11.99919
3701,12.16971
3705,12.64243
3709,12.44061
3713,12.42657
3717,12.41031
3721,12.37672
3725,12.50273
3729,13.17839
3733,12.93874
3737,12.90764
3741,12.8176
3745,12.73639
3749,12.83261
3753,13.28873
3757,13.17959
3761,13.25264
3765,13.13627
3769,13.05887
3773,13.25728
3777,14.16302
3781,13.90727
3785,13.82658
3789,13.74277
3793,13.75853
3797,13.95842
3801,14.11795
3805,14.16053
3809,14.02951
3813,13.94196
3817,13.82982
3821,13.88846
3825,14.7423
3829,14.90702
3833,14.53636
3837,14.32406
3841,14.35233
3845,14.60221
3849,15.21076
3853,15.10125
3857,15.04256
3861,14.84965
3865,14.75954
3869,15.04495
3873,16.15101
3877,15.57289
3881,15.56921
3885,15.40483
3889,15.38133
3893,15.53859
3897,16.05006
3901,15.84436
3905,15.66497
3909,15.61526
3913,15.53183
3917,15.62845
3921,16.33834
3925,16.31928
3929,16.19528
3933,16.07674
3937,16.04579
3941,16.31493
3945,16.89854
3949,16.79051
3953,16.71184
3957,16.5186
3961,16.49944
3965,16.72738
3969,17.04786
3973,17.0634
3977,16.86527
3981,16.72777
3985,16.62685
3989,16.76013
3993,17.1488
3997,17.05657
4001,16.9413
4005,16.83569
4009,16.73152
4013,16.78383
4017,17.16862
4021,16.93149
4025,16.88467
4029,16.84224
4033,16.77058
4037,16.88881
4041,17.08893
4045,17.08125
4049,16.99379
4053,16.93642
4057,16.85897
4061,17.01392
4065,17.56736
4069,17.45884
4073,17.34545
4077,17.24414
4081,17.1315
4085,17.31481
4089,17.61827
4093,17.57413
4097,17.45917
4101,17.35351
4105,17.26147
4109,17.39764
4113,17.87304
4117,17.74729
4121,17.67276
4125,17.5923
4129,17.45617
4133,17.72033
4137,18.03272
4141,17.97929
4145,17.88626
4149,17.79989
4153,17.68002
4157,17.81101
4161,18.10854
4165,18.1361
4169,18.04489
4173,18.01053
4177,17.94116
4181,18.14545
4185,18.53065
4189,18.58427
4193,18.54063
4197,18.47066
4201,18.34582
4205,18.5421
4209,19.01364
4213,19.12487
4217,19.03939
4221,18.86441
4225,18.68163
4229,18.89404
4233,19.10063
4237,19.10772
4241,19.00888
4245,18.8757
4249,18.76391
4253,18.89876
4257,19.25964
4261,19.21168
4265,19.1065
4269,19.00014
4273,18.89351
4277,19.03073
4281,19.4309
4285,19.32608
4289,19.19117
4293,19.05061
4297,18.92879
4301,19.13734
4305,19.61702
4309,19.58905
4313,19.47639
4317,19.44456
4321,19.39483
4325,19.74969
4329,19.96751
4333,19.81754
4337,19.76206
4341,19.68491
4345,19.58519
4349,19.59306
4353,19.84861
4357,19.84332
4361,19.72432
4365,19.51061
4369,19.28303
4373,19.2705
4377,19.67871
4381,19.60435
4385,19.31231
4389,19.20428
4393,19.01577
4397,19.1174
4401,19.37639
4405,19.38388
4409,19.27789
4413,19.15194
4417,19.03338
4421,19.20479
4425,19.5279
4429,19.42472
4433,19.20197
4437,19.04684
4441,18.9038
4445,18.97948
4449,19.2739
4453,19.38915
4457,19.29538
4461,19.13254
4465,18.95586
4469,19.06094
4473,19.14249
4477,19.07046
4481,18.92891
4485,18.78652
4489,18.64049
4493,18.77648
4497,19.17788
4501,19.26155
4505,19.04991
4509,18.87059
4513,18.72478
4517,19.07326
4521,19.4305
4525,19.35974
4529,19.23393
4533,19.1396
4537,19.06696
4541,19.28941
4545,19.64442
4549,19.66187
4553,19.53772
